title,weight_group_key,assumed_each_weight_oz,assumed_each_weight_lb,assumption_note,source_url,confidence,human_confirmed
PANGASIUS FILET IQF 9-11 OZ,SYSCO_CROSS_CAMPUS,,15.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""15 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PASTA ROTINI 100% WHL GRAIN,SYSCO_CROSS_CAMPUS,,10.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""10 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PASTA PENNE WHL GRAIN 100%,SYSCO_CROSS_CAMPUS,,10.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""10 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
MILK COCONUT BARISTA PB,SYSCO_CROSS_CAMPUS,,2.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""32 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
MILK ALMOND BARISTA PB,SYSCO_CROSS_CAMPUS,,2.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""32 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
FRUIT LEMON DRIED ROUNDS 192CT,SYSCO_CROSS_CAMPUS,,1.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""1 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
HADDOCK FIL SKL/BNL 10-12 OZ,SYSCO_CROSS_CAMPUS,,10.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""10LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
JUICE TOMATO FCY CAL,SYSCO_CROSS_CAMPUS,,2.875,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""46 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
KALE CHOPPED,SYSCO_CROSS_CAMPUS,,1.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""1LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
MAYONNAISE JAPANESE 64Z,SYSCO_CROSS_CAMPUS,,4.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""64 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
LOBSTER MEAT SENSATIONS,SYSCO_CROSS_CAMPUS,,2.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""2 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SALAMI DRY CALABRESE,SYSCO_CROSS_CAMPUS,,2.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""2 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SAUCE FISH,SYSCO_CROSS_CAMPUS,,1.5,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""24 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SAUCE OYSTER,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PEANUT DRY ROAST SLTD,SYSCO_CROSS_CAMPUS,,3.25,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""3.25LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PEPPER GREEN BELL FRSH LG,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PEPPER RED BELL FRESH,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
POTATO FRY LATTICE SKIN-ON,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PORK CARNITAS FC RDY TO SHRED,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5# AVG""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PORK CARNITAS MEAT PRCK CAFE H,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5#AVG""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PORK CARNITAS ROASTED CKD,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BRUSSEL SPROUT CLEANED/HALVED,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BREAD SOURDOUGH LOAF SLI,SYSCO_CROSS_CAMPUS,,1.875,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""30 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CAPER IMPORTED BERRIES,SYSCO_CROSS_CAMPUS,,2.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""32 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHEESE GRUYERE KNG CUTS,SYSCO_CROSS_CAMPUS,,7.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""7 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHEESE MONT JACK SLI INT .75OZ,SYSCO_CROSS_CAMPUS,,1.5,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""1.5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BEAN GREEN TRIMMED FRSH,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BEEF BIRRIA FC,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5# AVG""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
ALMOND NATURAL MARCONA SLTD FR,SYSCO_CROSS_CAMPUS,,11.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""11 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
APPLESAUCE NATURAL,SYSCO_CROSS_CAMPUS,,2.875,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""46OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CRACKER CRUMB GRAHAM,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
COCOA MIX INSTANT DARK CHOC,SYSCO_CROSS_CAMPUS,,1.75,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""1.75LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHIP TORTILLA YEL TRIANG,SYSCO_CROSS_CAMPUS,,2.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""2 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHOCOLATE BTRSWT 60% CALLETS,SYSCO_CROSS_CAMPUS,,22.0462,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""10 KG""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHEESE SPECIAL GOAT MDNGHT M,SYSCO_CROSS_CAMPUS,,9.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""9# AVG""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHICKEN CVP BRST RDM HALAL FZ,SYSCO_CROSS_CAMPUS,,10.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""10 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHICKEN CUT WING,SYSCO_CROSS_CAMPUS,,40.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""40 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CURRY PASTE RED BASE,SYSCO_CROSS_CAMPUS,,2.1875,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""35 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
ENTREE PORK TACO AL PASTOR,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
EXTRACT ALMOND,SYSCO_CROSS_CAMPUS,,1.125,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""18OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
APTZR PEPPER JAL CRM CHZ OVNBL,SYSCO_CROSS_CAMPUS,,2.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""2 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
APTZR CORN RIB HCKRY SMK,SYSCO_CROSS_CAMPUS,,4.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""4 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BACON LAYFLAT 18/22 SMK PR12,SYSCO_CROSS_CAMPUS,,15.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""15 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
APTZR YUCCA FRIES PRCKD,SYSCO_CROSS_CAMPUS,,1.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""1 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
ARTICHOKE HEART LONG STEM ITAL,SYSCO_CROSS_CAMPUS,,4.40924,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""2 KILO""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
ARTICHOKE HEART QUARTER,SYSCO_CROSS_CAMPUS,,5.51155,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""2.5 KG""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
ARUGULA BABY FRESH,SYSCO_CROSS_CAMPUS,,2.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""2 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BALL FALAFEL CHICKPEA,SYSCO_CROSS_CAMPUS,,4.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""4 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BANANA FRESH CRT GREEN TIP,SYSCO_CROSS_CAMPUS,,40.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""40 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BANANA FRESH GREEN,SYSCO_CROSS_CAMPUS,,40.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""40 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BLACKBERRY IQF,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BEEF STRIPLOIN 0X1 HAL 1/4 FRZ,SYSCO_CROSS_CAMPUS,,11.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""11#AV""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BEEF ROAST TOP RND SPT MR10,SYSCO_CROSS_CAMPUS,,7.5,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""6-9 #""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BEEF TRI TIP FRSH,SYSCO_CROSS_CAMPUS,,15.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""15#AVG""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BEET RED WHL,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BEEF ROAST TOP RND OR CH NAT,SYSCO_CROSS_CAMPUS,,7.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5-9 #""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BEEF FAJ STRIP RAW MAR SW FRZ,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BEEF BARBACOA CAFE H MEX/SHRED,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5# AVG""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BEAN RED SM DRIED,SYSCO_CROSS_CAMPUS,,20.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""20 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHEESE MONTEREY JACK LOAF,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CEREAL RICE KRISPIES,SYSCO_CROSS_CAMPUS,,1.6875,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""27OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CEREAL SPECIAL K,SYSCO_CROSS_CAMPUS,,2.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""2 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHEESE CHDR MED SLI INT.75 YEL,SYSCO_CROSS_CAMPUS,,1.5,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""1.5LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CEREAL COCOA PUFFS BULKPAK,SYSCO_CROSS_CAMPUS,,2.1875,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""35 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CEREAL FROSTED MINI WHEAT BULK,SYSCO_CROSS_CAMPUS,,3.5,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""56 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CEREAL HOT OAT QUICK,SYSCO_CROSS_CAMPUS,,2.625,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""42OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CARROT BABY PLD TRI COLOR,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BREAD FOCACCIA QTR SHEET,SYSCO_CROSS_CAMPUS,,1.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""16 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BROCCOLI FLORET ICELESS,SYSCO_CROSS_CAMPUS,,3.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""3 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CAKE SHEET BLACK FOREST,SYSCO_CROSS_CAMPUS,,11.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""176 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CABBAGE GREEN FRSH LARGE,SYSCO_CROSS_CAMPUS,,50.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""50 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
POPCORN KERNEL YELLOW,SYSCO_CROSS_CAMPUS,,20.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""20 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
POLLOCK FIL IQF SKLS 2-4OZ USA,SYSCO_CROSS_CAMPUS,,10.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""10 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
POTATO BAKING RUSSET 90CT FRSH,SYSCO_CROSS_CAMPUS,,50.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""50 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PLANTBASED CHICKEN TENDER,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PICKLE CORNICHON WHL VGR,SYSCO_CROSS_CAMPUS,,11.0231,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5KG""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PECAN PCS LG CANDIED,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5#""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PEA SUGAR SNAP FRESH,SYSCO_CROSS_CAMPUS,,10.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""10LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PASTE BEAN VAN,SYSCO_CROSS_CAMPUS,,2.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""32 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PASTA TORTELLINI CHS TRICOLOR,SYSCO_CROSS_CAMPUS,,3.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""3 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PASTA ZITI,SYSCO_CROSS_CAMPUS,,10.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""10 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SALT GRANULATED PLAIN,SYSCO_CROSS_CAMPUS,,50.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""50LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SAUCE CARAMEL DESIGNER DESSERT,SYSCO_CROSS_CAMPUS,,1.0625,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""17 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SALMON ATL FIL SKLS CTRIM 2-3#,SYSCO_CROSS_CAMPUS,,10.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""10#AVG""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
QUINOA GRAIN SPCLTY,SYSCO_CROSS_CAMPUS,,10.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""10 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
QUINOA GRAIN TRI COLORED,SYSCO_CROSS_CAMPUS,,10.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""10 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
RADISH RED FRSH,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
POTATO RED B SZ CRTN,SYSCO_CROSS_CAMPUS,,50.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""50 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
POTATO OVEN RSTD MEDLEY,SYSCO_CROSS_CAMPUS,,3.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""3 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
POTATO HASHBROWN IQF LSE SHRED,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
POTATO H/BRN CUBE BRKFST SKON,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
LETTUCE FRESH TENDER GREENS,SYSCO_CROSS_CAMPUS,,3.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""3 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
LETTUCE SPRING MIX,SYSCO_CROSS_CAMPUS,,3.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""3 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
ICING RTU VANILLA CREAM,SYSCO_CROSS_CAMPUS,,11.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""11 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
HAM SPIRAL HNY,SYSCO_CROSS_CAMPUS,,7.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""6-8LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
